Product,Price,RAM,ROM,Display,Back_camera,Front_camera,Processor,Battery,Rating
"Realme X3 (Arctic White, 128 GB)","₹22,999",8 GB RAM , 128 GB ROM,16.69 ,64MP + 12MP + 8MP + 2MP , 16MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,4200 ,4.4
Nokia 150 (2020),"₹2,299",4 MB RAM , 4 MB ROM ,6.1 ,0.3MP Rear Camera,,MediaTek Processor,1020 ,4.1
"Redmi 9 Prime (SunriseFlare, 128 GB)","₹12,289",4 GB RAM , 128 GB ROM ,16.59 ,13MP Rear Camera,,1 Year Manufacturer  Warranty,5020 ,4.3
"Redmi 9 Prime (SunriseFlare, 64 GB)","₹11,118",4 GB RAM , 64 GB ROM,16.59 ,13MP Rear Camera,,1 Year Manufacturer Warranty,5020 ,4.3
"Realme X3 SuperZoom (Arctic White, 256 GB)","₹28,999",12 GB RAM , 256 GB ROM,16.69 ,64MP + 8MP + 8MP + 2MP , 32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,4200 ,4.2
"OPPO F17 (Dynamic Orange, 128 GB)","₹19,990",8 GB RAM , 128 GB ROM,16.36 ,16MP + 8MP + 2MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 662 Processor,4015 ,4.5
"Vivo Y20 (Purist Blue, 64 GB)","₹12,990",4 GB RAM , 64 GB ROM ,16.54 ,13MP + 2MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 460 Processor,5000 ,4.3
"Redmi 8 (Ruby Red, 64 GB)","₹9,999",4 GB RAM , 64 GB ROM ,15.8 ,12MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 439 Processor,5000 ,4.4
"Apple iPhone XR (Yellow, 64 GB)","₹44,999",,64 GB ROM,15.49 ,12MP Rear Camera , 7MP Front Camera,iOS 13 Compatible,A12 Bionic Chip Processor,4.6
"Redmi 9 Prime (MatteBlack, 64 GB)","₹11,040",4 GB RAM , 64 GB ROM,16.59 ,13MP Rear Camera,,1 Year manufacturer Warranty,5020 ,4.3
"Redmi 9 Prime (MintGreen, 128 GB)","₹11,755",4 GB RAM , 128 GB ROM,16.59 ,13MP Rear Camera,,1 Year  Manufacturer Warranty,5020 ,4.3
"Redmi 9 Prime (MintGreen, 64 GB)","₹11,130",4 GB RAM , 64 GB ROM,16.59 ,13MP Rear Camera,,1 Year  Manufacturer Warranty,5020 ,4.3
"Redmi 9 Prime (MatteBlack, 128 GB)","₹12,399",4 GB RAM , 128 GB ROM,16.59 ,13MP Rear Camera,,1 Year  manufacturer Warranty,5020 ,4.3
Lava A5,"₹1,172",32 MB RAM , 24 MB ROM ,6.1 ,0.3MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,1000 ,4.1
"Realme 6i (Eclipse Black, 64 GB)","₹13,999",6 GB RAM , 64 GB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 16MP Front Camera,MediaTek Helio G90T Processor,4300 ,4.4
"Realme 6i (Lunar White, 64 GB)","₹13,999",6 GB RAM , 64 GB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 16MP Front Camera,MediaTek Helio G90T Processor,4300 ,4.4
Lava Hero 600+,₹748,4 MB RAM , 3 MB ROM ,4.57 ,620 mAh Lithium-ion Battery,,,6 Months Warranty for Phone and 6 Months Replacement for Accessories in the Box,4.3
"Apple iPhone SE (Black, 256 GB)","₹49,999",,256 GB ROM,11.94 ,12MP Rear Camera , 7MP Front Camera,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)",A13 Bionic Chip with 3rd Gen Neural Engine Processor,4.6
"iQOO 3 (Tornado Black, 256 GB)","₹32,990",8 GB RAM , 256 GB ROM,16.36 ,48MP + 13MP + 13MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 865 Processor,4440 ,4.5
"iQOO 3 (Quantum Silver, 256 GB)","₹32,990",8 GB RAM , 256 GB ROM,16.36 ,48MP + 13MP + 13MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 865 Processor,4440 ,4.5
"Redmi Note 9 Pro (Interstellar Black, 128 GB)","₹15,480",4 GB RAM , 128 GB ROM ,16.94 ,48MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 720G Processor,5020 ,4.3
"Vivo Z1Pro (Sonic Blue, 64 GB)","₹15,990",6 GB RAM , 64 GB ROM ,16.59 ,16MP + 2MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,5000 ,4.5
"Vivo Z1Pro (Sonic Blue, 64 GB)","₹14,990",4 GB RAM , 64 GB ROM ,16.59 ,16MP + 2MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,5000 ,4.5
"Vivo Z1Pro (Sonic Black, 64 GB)","₹15,990",6 GB RAM , 64 GB ROM ,16.59 ,16MP + 2MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,5000 ,4.5
"Vivo Z1Pro (Sonic Black, 64 GB)","₹14,990",4 GB RAM , 64 GB ROM ,16.59 ,16MP + 2MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,5000 ,4.5
"OPPO F17 (Classic Silver, 128 GB)","₹17,990",6 GB RAM , 128 GB ROM,16.36 ,16MP + 8MP + 2MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 662 Processor,4015 ,4.2
"Samsung Galaxy M11 (Violet, 64 GB)","₹12,213",4 GB RAM , 64 GB ROM ,16.26 ,13MP + 5MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,5000 ,4.2
BlackZone B312,₹619,10 MB RAM , 10 MB ROM ,4.57 ,0.3MP Rear Camera,,12 Months Warranty,1000 ,3.5
"POCO X2 (Atlantis Blue, 256 GB)","₹21,499",8 GB RAM , 256 GB ROM ,16.94 ,64MP + 8MP + 2MP + 2MP , 20MP + 2MP Dual Front Camera,Qualcomm Snapdragon 730G Processor,4500 ,4.5
"Honor 9X (Midnight Black, 128 GB)","₹13,999",4 GB RAM , 128 GB ROM ,16.74 ,48MP + 8MP + 2MP , 16MP Front Camera,Kirin 710F Processor,4000 ,4.3
"Redmi Note 9 (Arctic White, 128 GB)","₹15,694",6 GB RAM , 128 GB ROM ,16.59 ,48MP Rear Camera,,MediaTek Helio G85 Processor,5020 ,4.3
"Redmi Note 9 (Arctic White, 128 GB)","₹13,900",4 GB RAM , 128 GB ROM ,16.59 ,48MP Rear Camera,,MediaTek Helio G85 Processor,5020 ,4.4
"Redmi Note 9 (Arctic White, 64 GB)","₹14,999",4 GB RAM , 64 GB ROM ,16.59 ,48MP Rear Camera,,MediaTek Helio G85 Processor,5020 ,4.4
"Vivo Y12 (Aqua Blue, 64 GB)","₹10,990",3 GB RAM , 64 GB ROM ,16.13 ,13MP + 2MP + 8MP , 8MP Front Camera,MediaTek Helio P22 Processor,5000 ,4.3
"Vivo Y12 (Burgundy Red, 64 GB)","₹10,990",3 GB RAM , 64 GB ROM ,16.13 ,13MP + 2MP + 8MP , 8MP Front Camera,MediaTek Helio P22 Processor,5000 ,4.3
Lava Gem,"₹1,564",32 MB RAM , 32 MB ROM ,7.11 ,1.3MP Rear Camera,,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,1750 ,4.2
"Vivo Y11 (Agate Red, 32 GB)","₹9,990",3 GB RAM , 32 GB ROM,16.13 ,13MP + 2MP , 8MP Front Camera,SDM439 Processor,5000 ,4.3
"Vivo Y11 (Mineral Blue, 32 GB)","₹9,990",3 GB RAM , 32 GB ROM,16.13 ,13MP + 2MP , 8MP Front Camera,SDM439 Processor,5000 ,4.3
"Redmi K20 Pro (Carbon Black, 128 GB)","₹22,999",6 GB RAM , 128 GB ROM,16.23 ,48MP + 13MP + 8MP , 20MP Front Camera,Qualcomm Snapdragon 855 Processor,4000 ,4.5
Kechaoda K112,"₹1,799",32 MB RAM , 64 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,3600 ,3.9
BlackZone ECO X,"₹1,230",32 MB RAM , 32 MB ROM,4.5 ,0.3MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile,1000 ,4
"Realme 3i (Diamond Black, 32 GB)","₹8,499",3 GB RAM , 32 GB ROM ,15.8 ,13MP + 2MP , 13MP Front Camera,MediaTek Helio P60 Octa Core 2.0 GHz Processor,4230 ,4.4
"Realme 3i (Diamond Red, 64 GB)","₹10,499",4 GB RAM , 64 GB ROM ,15.8 ,13MP + 2MP , 13MP Front Camera,MediaTek Helio P60 Octa Core 2.0 GHz Processor,4230 ,4.4
"Realme 3i (Diamond Blue, 64 GB)","₹10,499",4 GB RAM , 64 GB ROM ,15.8 ,13MP + 2MP , 13MP Front Camera,MediaTek Helio P60 Octa Core 2.0 GHz Processor,4230 ,4.4
"Realme 3i (Diamond Red, 32 GB)","₹8,499",3 GB RAM , 32 GB ROM ,15.8 ,13MP + 2MP , 13MP Front Camera,MediaTek Helio P60 Octa Core 2.0 GHz Processor,4230 ,4.4
"Realme 3i (Diamond Blue, 32 GB)","₹8,499",3 GB RAM , 32 GB ROM ,15.8 ,13MP + 2MP , 13MP Front Camera,MediaTek Helio P60 Octa Core 2.0 GHz Processor,4230 ,4.4
"Realme 3i (Diamond Black, 64 GB)","₹10,499",4 GB RAM , 64 GB ROM ,15.8 ,13MP + 2MP , 13MP Front Camera,MediaTek Helio P60 Octa Core 2.0 GHz Processor,4230 ,4.4
"Realme X2 Pro (Concrete, 256 GB)","₹36,999",12 GB RAM , 256 GB ROM,16.51 ,64MP + 13MP + 8MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 855 Plus Processor,4000 ,4.6
"Vivo Z1Pro (Sonic Black, 128 GB)","₹17,990",6 GB RAM , 128 GB ROM ,16.59 ,16MP + 2MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,5000 ,4.5
"Vivo Y91i (Ocean Blue, 32 GB)","₹7,990",2 GB RAM , 32 GB ROM ,15.8 ,13MP Rear Camera , 5MP Front Camera,MTK Helio P22 Processor,4030 ,4.3
Samsung Metro 313 Dual Sim,"₹2,340",10 MB RAM , 2 MB ROM ,5.08 ,0.3MP Rear Camera,,0 0 0 0 Processor Processor,1000 ,4.3
"Mi 10T (Lunar Silver, 128 GB)","₹35,999",6 GB RAM , 128 GB ROM,16.94 ,64MP Rear Camera , 20MP Front Camera,Qualcomm Snapdragon 865 Processor,5000 ,
"OPPO A12 (Black, 32 GB)","₹9,990",3 GB RAM , 32 GB ROM ,15.8 ,13MP + 2MP , 5MP Front Camera,MediaTek Helio P35 Processor,4230 ,4.3
"Vivo Y20i (Dawn White, 64 GB)","₹11,490",3 GB RAM , 64 GB ROM ,16.54 ,13MP + 2MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 460 Processor,5000 ,4.3
Lava A1,₹910,4 MB RAM , 24 MB ROM ,4.5 ,0.3MP Rear Camera,,1 year replacement guarantee for phone & 6 months replacement guarantee for accessories in box (T&C apply),800 ,4.2
"Realme X3 SuperZoom (Glacier Blue, 256 GB)","₹28,999",12 GB RAM , 256 GB ROM,16.69 ,64MP + 8MP + 8MP + 2MP , 32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,4200 ,4.2
Nokia 125,"₹1,999",4 MB RAM , 4 MB ROM,6.1 ,1020 mAh Lithium-ion Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,MediaTek Processor,4
Nokia 110,"₹1,929",4 MB RAM , 4 MB ROM ,4.5 ,1MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile,800 ,4
"Redmi Note 9 Pro (Champagne Gold, 128 GB)","₹15,219",4 GB RAM , 128 GB ROM ,16.94 ,48MP + 8MP + 5MP + 2MP , 16MP Front Camera,Qualcomm® Snapdragon™ 720G Processor,5020 ,4.3
Nokia 216/216 DS,"₹2,870",16 MB RAM , NA ROM ,6.1 ,0.3MP Rear Camera , 0.3MP Front Camera,0 0 0 0 Processor Processor,1020 ,4.3
Samsung Guru FM Plus,"₹1,639",,NA ROM,3.81 ,800 mAh Battery,,,1 Year Manufacturer Warranty,4.2
"Redmi Note 9 (Pebble Grey, 128 GB)","₹15,800",6 GB RAM , 128 GB ROM ,16.59 ,48MP Rear Camera,,MediaTek Helio G85 Processor,5020 ,4.3
"OPPO F17 Pro (Matte Black, 128 GB)","₹22,990",8 GB RAM , 128 GB ROM ,16.33 ,48MP + 8MP + 2MP + 2MP , 16MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,4015 ,4.4
Nokia 110,"₹1,999",4 MB RAM , 4 MB ROM ,4.5 ,1MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile,800 ,4
"Redmi 8 (Emerald Green, 64 GB)","₹9,999",4 GB RAM , 64 GB ROM ,15.8 ,12MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 439 Processor,5000 ,4.4
"POCO X3 (Shadow Gray, 64 GB)","₹16,999",6 GB RAM , 64 GB ROM ,16.94 ,64MP + 13MP + 2MP + 2MP , 20MP Front Camera,Qualcomm Snapdragon 732G Processor,6000 ,4.4
"Redmi Note 9 Pro (Champagne Gold, 64 GB)","₹14,986",4 GB RAM , 64 GB ROM,16.94 ,48MP + 48MP + 8MP + 5MP + 2MP , 16MP Dual Front Camera,Qualcomm® Snapdragon™ 720G Processor,5020 ,4.3
"Redmi Note 9 Pro (Glacier White, 128 GB)","₹15,370",4 GB RAM , 128 GB ROM ,16.94 ,48MP + 8MP + 5MP + 2MP , 16MP Front Camera,Qualcomm® Snapdragon™ 720G Processor,5020 ,4.3
"Redmi Note 9 Pro (Interstellar Black, 64 GB)","₹14,740",4 GB RAM , 64 GB ROM ,16.94 ,48MP + 8MP + 5MP + 2MP , 16MP Front Camera,Qualcomm® Snapdragon™ 720G Processor,5020 ,4.3
"Redmi Note 9 Pro (Aurora Blue, 128 GB)","₹15,356",4 GB RAM , 128 GB ROM ,16.94 ,48MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 720G Processor,5020 ,4.3
"Redmi Note 9 Pro (Aurora Blue, 128 GB)","₹18,975",6 GB RAM , 128 GB ROM ,16.94 ,48MP + 8MP + 5MP + 2MP , 16MP Front Camera,Qualcomm® Snapdragon™ 720G Processor,5020 ,4.4
I Kall K18 New,₹649,32 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,15 Month  Manufacturer Warranty,800 ,3.7
Micromax X744,"₹1,191",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Warranty,2200 ,3.9
Lava A1200,"₹1,151",32 MB RAM , 24 MB ROM ,4.57 ,0.3MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1750 ,4.2
"Vivo V19 (Piano Black, 256 GB)","₹27,990",8 GB RAM , 256 GB ROM ,16.36 ,48MP + 8MP + 2MP + 2MP , 32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 712 AIE Processor,4500 ,4.4
"Vivo Y91i (Fusion Black, 32 GB)","₹7,990",2 GB RAM , 32 GB ROM ,15.8 ,13MP Rear Camera , 5MP Front Camera,MTK Helio P22 Processor,4030 ,4.3
Samsung Guru Music 2,"₹1,939",,NA ROM,5.08 ,800 mAh Battery,,,1 Year Manufacturer Warranty,4.3
Lava A9,"₹1,519",24 MB RAM , 32 MB ROM ,7.11 ,1.3MP Rear Camera,,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1700 ,4.1
Lava A9,"₹1,574",24 MB RAM , 32 MB ROM ,7.11 ,1.3MP Rear Camera,,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1700 ,4.1
"Redmi 9 (Sky Blue, 64 GB)","₹9,560",4 GB RAM , 64 GB ROM,16.59 ,13MP + 8MP , 8MP Front Camera,MediaTek Helio G35 Processor,5000 ,4.2
"Redmi 9 (Carbon Black, 64 GB)","₹9,993",4 GB RAM , 64 GB ROM,16.59 ,13MP + 8MP , 8MP Front Camera,MediaTek Helio G35 Processor,5000 ,4.2
"Redmi Note 8 Pro (Shadow Black, 128 GB)","₹19,999",8 GB RAM , 128 GB ROM ,16.59 ,64MP + 8MP + 2MP + 2MP , 20MP Front Camera,MediaTek Helio G90T Processor,4500 ,4.4
Micromax X750,"₹1,299",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Product and 6 Month Accessories,2500 ,4.1
"Redmi K20 (Carbon Black, 64 GB)","₹18,999",6 GB RAM , 64 GB ROM,16.23 ,48MP + 13MP + 8MP , 20MP Front Camera,Qualcomm Snapdragon 730 Processor,4000 ,4.5
"Samsung Galaxy A70s (Prism Crush Black, 128 GB)","₹22,999",6 GB RAM , 128 GB ROM ,17.02 ,64MP + 5MP + 8MP , 32MP Front Camera,Qualcomm SM6150 Processor,4500 ,4.3
Lava A7 2020,"₹1,359",24 MB RAM , 32 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1800 ,4
Karbonn K140 Pop,₹797,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 year manufacturer warranty on handset & 6 months warranty on box accessories,1000 ,3.9
Karbonn K140 Pop,₹815,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 year manufacturer warranty on handset & 6 months warranty on box accessories,1000 ,3.9
"Mi 10T (Cosmic Black, 128 GB)","₹35,999",6 GB RAM , 128 GB ROM,16.94 ,64MP Rear Camera , 20MP Front Camera,Qualcomm Snapdragon 865 Processor,5000 ,
"Apple iPhone SE (White, 256 GB)","₹49,999",,256 GB ROM,11.94 ,12MP Rear Camera , 7MP Front Camera,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)",A13 Bionic Chip with 3rd Gen Neural Engine Processor,4.6
"Redmi 9 (Sporty Orange, 64 GB)","₹10,390",4 GB RAM , 64 GB ROM,16.59 ,13MP Rear Camera,,1 Year Manufacturer Warranty,5000 ,4.2
Lava Pulse Mobile Phone-With BP & Heart Rate Monitor,"₹1,595",32 MB RAM , 32 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1750 ,4.1
"Redmi Note 9 Pro Max (Aurora Blue, 128 GB)","₹19,999",6 GB RAM , 128 GB ROM ,16.94 ,64MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 720G Processor,5020 ,4.4
BlackZone N1105,₹610,10 MB RAM , 10 MB ROM ,4.57 ,0.3MP Rear Camera,,12 Months Warranty,1000 ,3.4
"OPPO A12 (Blue, 64 GB)","₹11,490",4 GB RAM , 64 GB ROM ,15.8 ,13MP + 2MP , 5MP Front Camera,MediaTek Helio P35 Processor,4230 ,4.3
"Redmi Note 9 Pro Max (Aurora Blue, 128 GB)","₹19,999",6 GB RAM , 128 GB ROM ,16.94 ,64MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 720G Processor,5020 ,4.4
Karbonn K19 Rock,₹949,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty on Handset & 6 Months Warranty on Box Accessories,1750 ,3.9
Nokia 105,"₹1,399",4 MB RAM , 4 MB ROM,4.57 ,800 mAh3 Li-ion Battery,,,Brand Warranty of 1 Year Available for Mobile from Date of Purchase,4.2
I kall K 444,"₹1,099",32 MB RAM , 64 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,2500 ,3.6
Tork X1,₹849,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty Against Manufacturing Defects,1000 ,4.2
"Infinix S5 Pro (Sea Blue, 64 GB)","₹11,499",4 GB RAM , 64 GB ROM ,16.59 ,48MP + 2MP + Low Light Sensor , 16MP Front Camera,MediaTek Helio P35 (MTK6765) Processor,4000 ,4.4
"Infinix S5 Pro (Forest Green, 64 GB)","₹11,499",4 GB RAM , 64 GB ROM ,16.59 ,48MP + 2MP + Low Light Sensor , 16MP Front Camera,MediaTek Helio P35 (MTK6765) Processor,4000 ,4.4
"Infinix S5 Pro (Violet, 64 GB)","₹11,499",4 GB RAM , 64 GB ROM ,16.59 ,48MP + 2MP + Low Light Sensor , 16MP Front Camera,MediaTek Helio P35 (MTK6765) Processor,4000 ,4.4
Micromax X512,₹929,56 MB RAM , 24 MB ROM,4.5 ,0.3MP Rear Camera,,1 Year Warranty,1750 ,3.9
"Redmi Note 9 (Aqua Green, 128 GB)","₹13,843",4 GB RAM , 128 GB ROM ,16.59 ,48MP Rear Camera,,MediaTek Helio G85 Processor,5020 ,4.4
"OPPO A1K (Black, 32 GB)","₹7,990",2 GB RAM , 32 GB ROM ,15.49 ,8MP Rear Camera , 5MP Front Camera,MediaTek Helio P22 Processor,4000 ,4.3
Energizer Energy E20,"₹1,399",32 MB RAM , 32 MB ROM ,6.1 ,0.3MP Rear Camera,,MediaTek MT6261D Processor,1000 ,
"Realme X3 SuperZoom (Arctic White, 128 GB)","₹23,999",8 GB RAM , 128 GB ROM,16.69 ,64MP + 8MP + 8MP + 2MP , 32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,4200 ,4.4
"Apple iPhone XR (Yellow, 128 GB)","₹49,999",,128 GB ROM,15.49 ,12MP Rear Camera , 7MP Front Camera,iOS 13 Compatible,A12 Bionic Chip Processor,4.6
Samsung Guru FM Plus SM-B110E/D,"₹1,603",,NA ROM,3.81 ,800 mAh Battery,,,1 year warranty on handset and 6 months warranty on the accessories.,4.3
I Kall K 15,₹599,64 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year manufacturing warranty for mobile and 6 months for accessories,800 ,3.6
"TECNO SPARK 6 AIR (COMET BLACK, 32 GB)","₹7,705",2 GB RAM , 32 GB ROM,17.78 ,13MP Rear Camera,,1 YEAR,6000 ,4.3
"Samsung Galaxy A70s (Prism Crush Red, 128 GB)","₹22,999",6 GB RAM , 128 GB ROM ,17.02 ,64MP + 5MP + 8MP , 32MP Front Camera,Qualcomm SM6150 Processor,4500 ,4.3
"Realme X (Polar White, 128 GB)","₹17,999",4 GB RAM , 128 GB ROM,16.59 ,48MP + 5MP , 16MP Front Camera,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,3765 ,4.5
"Realme X (Space Blue, 128 GB)","₹17,999",4 GB RAM , 128 GB ROM,16.59 ,48MP + 5MP , 16MP Front Camera,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,3765 ,4.5
"Redmi 8A Dual (Sea Blue, 64 GB)","₹8,474",3 GB RAM , 64 GB ROM ,15.8 ,13MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 439 Processor,5000 ,4.2
"Redmi 8A Dual (Midnight Grey, 64 GB)","₹8,520",3 GB RAM , 64 GB ROM ,15.8 ,13MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 439 Processor,5000 ,4.2
Nokia 3310 DS,"₹3,779",16 MB ROM , Expandable Upto 32 GB,6.1 ,2MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1200 ,3.8
"Redmi 8A Dual (Midnight Grey, 32 GB)","₹8,505",3 GB RAM , 32 GB ROM ,15.8 ,13MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 439 Processor,5000 ,4.2
"Redmi Note 9 Pro Max (Interstellar Black, 64 GB)","₹17,980",6 GB RAM , 64 GB ROM,16.94 ,64MP Rear Camera,,1 Year,5020 ,4.4
"Vivo Z1x (Fusion Blue, 128 GB)","₹17,990",6 GB RAM , 128 GB ROM,16.21 ,48MP + 8MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 712 AIE Processor,4500 ,4.4
"Vivo Z1x (Phantom Purple, 128 GB)","₹17,990",6 GB RAM , 128 GB ROM,16.21 ,48MP + 8MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 712 AIE Processor,4500 ,4.4
"Vivo Z1x (Fusion Blue, 64 GB)","₹16,990",6 GB RAM , 64 GB ROM,16.21 ,48MP + 8MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 712 AIE Processor,4500 ,4.4
"Redmi 9A (Sea Blue, 32 GB)","₹8,800",3 GB RAM , 32 GB ROM ,16.59 ,13MP Rear Camera , 5MP Front Camera,MediaTek Helio G25 Processor,5000 ,4.2
Nokia 105,"₹1,265",,32 MB ROM,3.56 ,850 mAh Li-Ion Battery,,,1 Year Manufacturer Warranty,4
I Kall K 30,₹649,32 MB RAM , 64 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer warranty,1000 ,3.5
BlackZone ECO X,"₹1,230",32 MB RAM , 32 MB ROM,4.5 ,0.3MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile,1000 ,4
BlackZone ECO X,"₹1,230",32 MB RAM , 32 MB ROM,4.5 ,0.3MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile,1000 ,4
Karbonn K19 Rock,₹890,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty on Handset & 6 Months Warranty on Box Accessories,1750 ,3.9
BlackZone ECO X,"₹1,230",32 MB RAM , 32 MB ROM,4.5 ,0.3MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile,1000 ,4
"Samsung Galaxy M01 (Red, 32 GB)","₹8,283",3 GB RAM , 32 GB ROM ,14.48 ,13MP + 2MP , 5MP Front Camera,Qualcomm Snapdragon (SDM439) Octa Core Processor,4000 ,4.2
I Kall K30,₹649,32 MB RAM , 64 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer warranty,1000 ,3.7
"Realme X3 SuperZoom (Glacier Blue, 128 GB)","₹23,999",8 GB RAM , 128 GB ROM,16.69 ,64MP + 8MP + 8MP + 2MP , 32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,4200 ,4.4
"Vivo Y15 (Aqua Blue, 64 GB)","₹12,990",4 GB RAM , 64 GB ROM ,16.13 ,13MP + 2MP + 8MP , 16MP Front Camera,MediaTek Helio P22 Processor,5000 ,4.4
"OPPO A1K (Red, 32 GB)","₹7,990",2 GB RAM , 32 GB ROM ,15.49 ,8MP Rear Camera , 5MP Front Camera,MediaTek Helio P22 Processor,4000 ,4.3
"Itel Vision1 (Gradation Blue, 32 GB)","₹6,499",3 GB RAM , 32 GB ROM ,15.46 ,8MP + 0.3MP , 5MP Front Camera,Unisoc SC9863A Octa Core Processor,4000 ,4.1
"Samsung Galaxy A51 (Prism Crush Blue, 128 GB)","₹22,999",6 GB RAM , 128 GB ROM ,16.51 ,48MP + 12MP + 5MP + 5MP , 32MP Front Camera,Exynos 9611 Processor,4000 ,4.4
Lava One,"₹1,249",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Brand Warranty,1000 ,4.1
"iQOO 3 (Tornado Black, 128 GB)","₹29,990",8 GB RAM , 128 GB ROM,16.36 ,48MP + 13MP + 13MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 865 Processor,4440 ,4.5
"Samsung Galaxy M01s  (Light Blue, 32 GB)","₹9,888",3 GB RAM , 32 GB ROM ,15.75 ,13MP + 2MP , 8MP Front Camera,MediaTek | MT6762 octa core Processor,4000 ,4.2
BlackZone B310,₹639,10 MB RAM , 10 MB ROM ,4.57 ,0.3MP Rear Camera,,12 Months Warranty,1000 ,3.9
