Product,Price,RAM,ROM,Display,Back_camera,Front_camera,Processor,Battery,Rating
"OPPO F11 Pro (Waterfall Grey, 128 GB)","₹14,990",6 GB RAM , 128 GB ROM ,16.51 ,48MP + 5MP , 16MP Front Camera,MediaTek Helio P70 Octa Core 2.1 GHz Processor,4000 ,4.4
Karbonn KX4i,₹775,32 MB RAM , 32 MB ROM ,4.57 ,800 mAh Lithium-ion Battery,,,1 Year Brand Warranty for Handset and 6 Months for Accessories,3.3
Blackbear i7 Trio,"₹1,699",24 MB RAM , 24 MB ROM,5.08 ,1.3MP Rear Camera,,1 Year Manufacturer Guaranty,1550 ,3.8
Nokia 5310,"₹3,599",8 MB RAM , 16 MB ROM ,6.1 ,0.3MP Rear Camera,,MT6260A Processor,1200 ,4.2
Kechaoda K9,"₹1,050",32 MB RAM , 64 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1700 ,4.1
I Kall K50,₹699,32 MB RAM , 64 MB ROM,7.11 ,0.3MP Rear Camera,,1 Year manufacturing warranty for mobile and 6 months for accessories,2000 Mah Battery,3.7
"Samsung Galaxy M11 (Metallic Blue, 64 GB)","₹12,318",4 GB RAM , 64 GB ROM ,16.26 ,13MP + 5MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,5000 ,4.2
"Motorola G8 Power Lite (Arctic Blue, 64 GB)","₹9,999",4 GB RAM , 64 GB ROM ,16.51 ,16MP + 2MP + 2MP , 8MP Front Camera,MediaTek Helio P35 Processor,5000 ,4.3
"Redmi Note 8 Pro (Shadow Black, 128 GB)","₹17,999",6 GB RAM , 128 GB ROM ,16.59 ,64MP + 8MP + 2MP + 2MP , 20MP Front Camera,MediaTek Helio G90T Processor,4500 ,4.4
"Samsung Galaxy M01s (Grey, 32 GB)","₹9,876",3 GB RAM , 32 GB ROM ,15.75 ,13MP + 2MP , 8MP Front Camera,MediaTek | MT6762 octa core Processor,4000 ,4.4
"Samsung Galaxy A71 (Haze Crush Silver, 128 GB)","₹29,499",8 GB RAM , 128 GB ROM ,17.02 ,64MP + 12MP + 5MP + 5MP , 32MP Front Camera,Qualcomm SM7150 Processor,4500 ,4.4
I Kall K88,₹649,32 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,15 Month  Manufacturer Warranty,800 ,3.3
Jmax M40 Combo of Two,"₹1,299",32 MB RAM , 32 MB ROM,4.57 ,1.3MP Rear Camera,,Domestic Warranty,1050 ,3.5
"Honor 9S (Black, 32 GB)","₹6,499",2 GB RAM , 32 GB ROM ,13.84 ,8MP Rear Camera , 5MP Front Camera,MediaTek Helio P22 (MT6762R) Octa Core Processor,3020 ,3.9
"Honor 9S (Blue, 32 GB)","₹6,499",2 GB RAM , 32 GB ROM ,13.84 ,8MP Rear Camera , 5MP Front Camera,MediaTek Helio P22 (MT6762R) Octa Core Processor,3020 ,3.9
Lava H1 Hero 600,₹738,24 MB RAM , 24 MB ROM,4.57 ,600 mAh Battery,,,6 Months Warranty,4
"Lava Z61 Pro (Amber Red, 16 GB)","₹5,777",2 GB RAM , 16 GB ROM ,13.84 ,8MP Rear Camera , 5MP Front Camera,Unisoc Octa Core Processor,3100 ,4
Micromax X421,₹999,32 MB RAM , 32 MB ROM,4.5 ,0.3MP Rear Camera,,1 year from brand,1800 ,4
Karbonn KX19,₹898,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,12 months,1750 ,4.2
Karbonn KX19,₹880,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 YEAR,1750 ,4.2
Snexian Rock,"₹1,285",32 MB RAM , 32 MB ROM,4.32 ,0.3MP Rear Camera,,1 Year,1000 ,3.9
Snexian Rock,"₹1,349",32 MB RAM , 32 MB ROM,4.32 ,0.3MP Rear Camera,,1 Year,1000 ,3.9
Snexian Rock,"₹1,285",32 MB RAM , 32 MB ROM,4.32 ,0.3MP Rear Camera,,1 Year,1000 ,3.9
"Samsung Galaxy A21s (Blue, 64 GB)","₹14,999",4 GB RAM , 64 GB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,Exynos 850 Octa Core Processor,5000 ,4.2
"Samsung Galaxy A31 (Prism Crush Blue, 128 GB)","₹19,999",6 GB RAM , 128 GB ROM ,16.26 ,48MP + 8MP + 5MP + 5MP , 20MP Front Camera,MediaTek (MT6768) Octa Core Processor,5000 ,4.3
"Tecno Camon 15 (SHOAL GOLD, 64 GB)","₹10,499",4 GB RAM , 64 GB ROM ,16.64 ,48MP + 2MP + 2MP + QVGA Rear Camera , 16MP Front Camera,Helio P22 MT6762 Processor,5000 ,4.2
"Redmi Note 9 (Pebble Grey, 128 GB)","₹13,929",4 GB RAM , 128 GB ROM ,16.59 ,48MP Rear Camera,,MediaTek Helio G85 Processor,5020 ,4.4
"Samsung Galaxy A50s (Prism Crush Black, 128 GB)","₹14,999",4 GB RAM , 128 GB ROM,16.26 ,48MP + 8MP + 5MP , 32MP Front Camera,Exynos 9611 Processor,4000 ,4.4
"Samsung Galaxy A51 (Prism Crush Black, 128 GB)","₹22,999",6 GB RAM , 128 GB ROM ,16.51 ,48MP + 12MP + 5MP + 5MP , 32MP Front Camera,Exynos 9611 Processor,4000 ,4.4
Ssky S-900 Power,"₹1,049",32 MB RAM , 32 MB ROM ,6.1 ,2MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3000 ,3.5
Ssky S-900 Power,"₹1,049",32 MB RAM , 32 MB ROM ,6.1 ,2MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3000 ,3.5
"Samsung Galaxy M21 (Raven Black, 64 GB)","₹14,500",4 GB RAM , 64 GB ROM ,16.26 ,48MP + 8MP + 5MP , 20MP Front Camera, Exynos 9611-Octa Core processor Processor,6000 ,4.3
Grabo NEO 1.8,₹609,64 MB RAM , 64 MB ROM,4.57 ,1100 mAh Battery,,,1 Year Manufacturer Warranty for Device,3.6
"Realme X (Space Blue, 128 GB)","₹20,999",8 GB RAM , 128 GB ROM,16.59 ,48MP + 5MP , 16MP Front Camera,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,3765 ,4.5
"Vivo V17 (Midnight Ocean Black, 128 GB)","₹24,990",8 GB RAM , 128 GB ROM ,16.36 ,48MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 675AIE Processor,4500 ,4.5
Micromax X756,"₹1,549",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Product and 6 Month Accessories,3000 ,3.9
I Kall K24 New Combo of Two Mobiles,"₹1,199",32 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,800 ,3.6
"Samsung GALAXY M51 (ELECTRIC BLUE, 128 GB)","₹25,500",6 GB RAM , 128 GB ROM,17.02 ,64MP Rear Camera,,ONE YEAR COMPANY WARRANTY,7000 ,4.2
Micromax X378,₹859,32 MB RAM , 32 MB ROM,4.5 ,1MP Rear Camera,,1 Year Warranty,800 ,3.9
Nokia 150 (2020),"₹2,697",4 MB RAM , 4 MB ROM ,6.1 ,0.3MP Rear Camera,,MediaTek Processor,1020 ,4.1
"Samsung Galaxy A21s (White, 64 GB)","₹14,999",4 GB RAM , 64 GB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,Exynos 850 Octa Core Processor,5000 ,4.2
Tork X4,"₹1,114",5 MB RAM , 10 MB ROM,6.1 ,0.3MP Rear Camera,,one year warranty on handset,1500 ,
"Samsung Galaxy A21s (Black, 128 GB)","₹17,499",6 GB RAM , 128 GB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,Exynos 850 Octa Core Processor,5000 ,4.2
Karbonn Kx23,"₹1,179",20 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year,1900 ,3.8
Kechaoda K10,₹840,32 MB RAM , 32 MB ROM,1.68 ,300 mAh Battery,,,1 Year Manufacturer Warranty,4
"Samsung Galaxy A21s (Silver, 128 GB)","₹17,499",6 GB RAM , 128 GB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,Exynos 850 Octa Core Processor,5000 ,4.2
"Samsung Galaxy A21s (Black, 64 GB)","₹14,999",4 GB RAM , 64 GB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,Exynos 850 Octa Core Processor,5000 ,4.2
I kall k6300 NEW,"₹1,199",64 MB RAM , 64 MB ROM,7.11 ,2MP Rear Camera,,1 Year,3000 ,3.3
"Samsung Galaxy A21s (Black, 128 GB)","₹17,499",6 GB RAM , 128 GB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,Exynos 850 Octa Core Processor,5000 ,4.2
"OPPO A53 (Electric Black, 128 GB)","₹15,490",6 GB RAM , 128 GB ROM ,16.51 ,13MP + 2MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 460 Processor,5000 ,4.2
"Samsung M01 core (Black, 32 GB)","₹6,169",2 GB RAM , 32 GB ROM ,13.46 ,8MP Rear Camera , 5MP Front Camera,MediaTek | MT6739WW quad core  Processor,3000 ,3.8
I Kall K30,₹649,32 MB RAM , 64 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer warranty,1000 ,3.7
Blackzone B-312 Gold,₹689,10 MB RAM , 10 MB ROM ,4.57 ,0.3MP Rear Camera,,12 Months Warranty,1000 ,3.6
Micromax X380,"₹1,050",32 MB RAM , 32 MB ROM,4.5 ,0.3MP Rear Camera,,12 Month Warranty,2500 ,3.9
Kechaoda K66,"₹1,066",256 MB RAM , 256 MB ROM,3.66 ,850 mAh Battery,,,1 Year Manufacturer Warranty,4
Micromax X748,"₹1,418",32 MB RAM , 32 MB ROM,6.1 ,0.1MP Rear Camera,,1 Year Manufacturer Warranty,2500 ,4.2
Kechaoda K10,₹849,32 MB RAM , 32 MB ROM,1.68 ,300 mAh Battery,,,1 Year Manufacturer Warranty,4
"Samsung Galaxy A10s (Black, 32 GB)","₹9,666",2 GB RAM , 32 GB ROM ,15.75 ,13MP + 2MP , 8MP Front Camera,MediaTek MT6762 Processor,4000 ,4.4
Micromax X388,"₹1,060",32 MB RAM , 32 MB ROM,4.5 ,0.03MP Rear Camera,,1 Year Product and 6 Month Accessories,2500 ,3.9
"Samsung Galaxy A70s (Prism Crush White, 128 GB)","₹25,999",8 GB RAM , 128 GB ROM ,17.02 ,64MP + 5MP + 8MP , 32MP Front Camera,Qualcomm SM6150 Processor,4500 ,4.4
"Realme 6 Pro (Lightning Blue, 128 GB)","₹19,999",8 GB RAM , 128 GB ROM ,16.76 ,64MP + 12MP + 8MP + 2MP , 16MP + 8MP Dual Front Camera,Snapdragon 720G Processor,4300 ,4.4
"Gionee F10 (Blue, 32 GB)","₹6,999",3 GB RAM , 32 GB ROM ,15.47 ,13MP + 2MP , 8MP Front Camera,Octa Core Processor Processor,3550 ,4.1
Kechaoda K33,₹940,32 MB RAM , 32 MB ROM,3.56 ,0.3MP Rear Camera,,1 Year Warranty,1000 ,4.1
Kechaoda K33,₹898,32 MB RAM , 32 MB ROM,3.56 ,0.3MP Rear Camera,,1 Year Warranty,1000 ,4.1
"OPPO F17 (Navy Blue, 128 GB)","₹17,990",6 GB RAM , 128 GB ROM,16.36 ,16MP + 8MP + 2MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 662 Processor,4015 ,4.2
"Tecno Spark 5 Pro (Ice Jadeite, 64 GB)","₹10,585",4 GB RAM , 64 GB ROM ,16.64 ,16 MP + 2 MP + 2 MP + QVGA Quad AI Camera , 8MP Front Camera,MediaTek Helio A25 Octa Core Processor,5000 ,4.4
Kechaoda A26,₹876,32 MB RAM , 32 MB ROM ,1.68 ,800 mAh Battery,,,1 Year Company Warranty,4.1
Good One Magic,"₹1,357",32 MB RAM , 32 MB ROM,4.32 ,2MP Rear Camera,,1 Year,1050 ,3.9
Good One Magic,"₹1,454",32 MB RAM , 32 MB ROM,4.32 ,2MP Rear Camera,,1 Year,1050 ,3.9
"Samsung GALAXY M51 (Celestial Black, 128 GB)","₹25,671",6 GB RAM , 128 GB ROM,17.02 ,64MP Rear Camera,,ONE YEAR COMPANY WARRANTY,7000 ,4.2
"Redmi Note 9 (Arctic White, 64 GB)","₹14,999",4 GB RAM , 64 GB ROM ,16.59 ,48MP Rear Camera,,MediaTek Helio G85 Processor,5020 ,4.4
Kara K19 MINI,₹739,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty for Device,2500 ,3.9
Karbonn KX3,₹839,31 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Brand Warranty,800 ,4.1
"Samsung Galaxy A10s (Blue, 32 GB)","₹9,890",2 GB RAM , 32 GB ROM ,15.75 ,13MP + 2MP , 8MP Front Camera,MediaTek MT6762 Processor,4000 ,4.4
Kechaoda K115,₹940,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,6 Months,850 ,4.1
Kechaoda K115,₹904,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,6 Months,850 ,4.1
"Samsung Galaxy A21s (Blue, 128 GB)","₹17,499",6 GB RAM , 128 GB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,Exynos 850 Octa Core Processor,5000 ,4.2
Micromax X756,"₹1,420",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Product and 6 Month Accessories,3000 ,3.9
"OPPO Reno3 Pro (Sky White, 256 GB)","₹29,990",8 GB RAM , 256 GB ROM ,16.26 ,64MP + 13MP + 8MP + 2MP , 44MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,4025 ,4.4
"Vivo V15 (Aqua Blue, 64 GB)","₹21,099",6 GB RAM , 64 GB ROM ,16.59 ,12MP + 5MP + 8MP , 32MP Front Camera,MTK Helio P70 Processor,4000 ,4.4
"Redmi Note 6 Pro (Blue, 64 GB)","₹11,999",4 GB RAM , 64 GB ROM ,15.9 ,12MP + 5MP , 20MP + 2MP Dual Front Camera,Qualcomm Snapdragon 636 Processor,4000 ,4.5
"Realme X2 (Pearl Green, 256 GB)","₹22,999",8 GB RAM , 256 GB ROM,16.26 ,64MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
"Realme X2 (Pearl Blue, 256 GB)","₹22,999",8 GB RAM , 256 GB ROM,16.26 ,64MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
"Realme X2 (Pearl White, 64 GB)","₹17,999",4 GB RAM , 64 GB ROM,16.26 ,64MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
"Realme X2 (Pearl White, 128 GB)","₹20,999",8 GB RAM , 128 GB ROM,16.26 ,64MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
"Realme X2 (Pearl Green, 128 GB)","₹20,999",8 GB RAM , 128 GB ROM,16.26 ,64MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
"Realme X2 (Pearl Blue, 64 GB)","₹17,999",4 GB RAM , 64 GB ROM,16.26 ,64MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
"Redmi Note 9 (Scarlet Red, 128 GB)","₹18,144",6 GB RAM , 128 GB ROM,16.59 ,48MP Rear Camera,,1 Year Manufacturer Warranty,5020 ,4.3
Nokia 216,"₹2,899",16 MB RAM , 16 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1020 ,4.2
Tork T13 Banana,₹849,32 MB RAM , 32 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty Against Manufacturing Defects,1000 ,3.9
"Mi A2 (Black, 128 GB)","₹14,440",6 GB RAM , 128 GB ROM,15.21 ,20MP + 12MP , 20MP Front Camera,Qualcomm Snapdragon 660 AIE Processor,3010 ,4.1
"Samsung Galaxy A70s (Prism Crush White, 128 GB)","₹22,999",6 GB RAM , 128 GB ROM ,17.02 ,64MP + 5MP + 8MP , 32MP Front Camera,Qualcomm SM6150 Processor,4500 ,4.3
"Realme 5 Pro (Chroma White, 128 GB)","₹16,999",8 GB RAM , 128 GB ROM ,16.0 ,48MP + 8MP + 2MP + 2MP Quad Camera , 16MP Front Camera,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4035 ,4.5
Kechaoda K9,"₹1,190",32 MB RAM , 64 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1700 ,4.1
JIVI X57i Selfie,₹699,0.032 MB RAM , Expandable Upto 8 GB,4.57 ,1.3MP Rear Camera , 0.3MP Front Camera,1 Year Manufacturer Warranty,800 ,3.8
"Samsung Galaxy A21s (Blue, 64 GB)","₹16,499",6 GB RAM , 64 GB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,Exynos 850 Octa Core Processor,5000 ,4.2
Kara K16,₹678,1 MB RAM , 1 MB ROM ,4.57 ,0.3MP Rear Camera,,12 Months Warranty,1700 ,3.8
Kara K16,₹775,1 MB RAM , 1 MB ROM ,4.57 ,0.3MP Rear Camera,,12 Months Warranty,1700 ,3.8
Kechaoda K10,₹849,32 MB RAM , 32 MB ROM,1.68 ,300 mAh Battery,,,1 Year Manufacturer Warranty,4
Kechaoda K28,"₹1,050",32 MB RAM , 64 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1700 ,4
Kechaoda K28,"₹1,050",32 MB RAM , 64 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1700 ,4
Kechaoda K28,"₹1,050",32 MB RAM , 64 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1700 ,4
Kechaoda K28,"₹1,050",32 MB RAM , 64 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1700 ,4
"Vivo U10 (Electric Blue, 32 GB)","₹10,990",3 GB RAM , 32 GB ROM ,16.13 ,13MP + 8MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 665 AIE Processor,5000 ,4.4
ITEL ACE,₹749,32 MB RAM , 32 MB ROM,4.57 ,1000 mAh Battery,,,1 year,4.3
Tork T1,₹799,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty Against Manufacturing Defects,1000 ,1
"Vivo V17 (Glacier ice white, 128 GB)","₹24,990",8 GB RAM , 128 GB ROM ,16.36 ,48MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 675AIE Processor,4500 ,4.5
Jivi Banana 6,"₹1,085",1 MB RAM , 32 MB ROM ,6.1 ,0.3MP + 0.3MP , 0MP Front Camera,NA Processor,1000 ,3.7
"Realme X2 Pro (Lunar White, 256 GB)","₹35,999",12 GB RAM , 256 GB ROM,16.51 ,64MP + 13MP + 8MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 855 Plus Processor,4000 ,4.6
"Realme X2 Pro (Neptune Blue, 256 GB)","₹35,999",12 GB RAM , 256 GB ROM,16.51 ,64MP + 13MP + 8MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 855 Plus Processor,4000 ,4.6
"Realme 6 Pro (Lightning Blue, 64 GB)","₹17,999",6 GB RAM , 64 GB ROM ,16.76 ,64MP + 12MP + 8MP + 2MP , 16MP + 8MP Dual Front Camera,Snapdragon 720G Processor,4300 ,4.4
Karbonn KX80,"₹1,215",32 MB RAM , 32 MB ROM,7.11 ,0.3MP Rear Camera,,1 year,1450 ,
"Redmi Note 6 Pro (Red, 64 GB)","₹11,999",4 GB RAM , 64 GB ROM ,15.9 ,12MP + 5MP , 20MP + 2MP Dual Front Camera,Qualcomm Snapdragon 636 Processor,4000 ,4.5
"Redmi Note 6 Pro (Red, 64 GB)","₹12,999",6 GB RAM , 64 GB ROM ,15.9 ,12MP + 5MP , 20MP + 2MP Dual Front Camera,Qualcomm Snapdragon 636 Processor,4000 ,4.5
Forme Duos N1,₹698,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP + 0.3MP,,1 Year Manufacturer Warranty on Handset and 6 Months on Accessories,1050 ,3.9
Forme Duos N1,₹777,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,850 ,3.9
"Redmi Note 9 Pro Max (Glacier White, 64 GB)","₹17,899",6 GB RAM , 64 GB ROM,16.94 ,64MP Rear Camera,,1 Year Manufacturer Warranty,5020 ,4.5
"Huawei Y9 Prime 2019 (Sapphire Blue, 128 GB)","₹16,899",4 GB RAM , 128 GB ROM,16.74 ,16MP + 8MP + 2MP , 16MP Front Camera,HiSilicon Kirin 710F AI Chipset with Dual-NPU Processor,4000 ,4.3
Good One Magic,"₹1,349",32 MB RAM , 32 MB ROM,4.32 ,2MP Rear Camera,,1 Year,1050 ,3.9
Nokia 105,"₹1,529",4 MB RAM , 4 MB ROM,4.57 ,800 mAh3 Li-ion Battery,,,Brand Warranty of 1 Year Available for Mobile from Date of Purchase,4.2
I Kall K44 Combo of Two Mobiles,"₹1,099",32 MB RAM , 64 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Manufacture Warranty,800 ,3.6
"Vivo Y91i (Ocean Blue, 16 GB)","₹8,499",2 GB RAM , 16 GB ROM ,15.8 ,13MP Rear Camera , 5MP Front Camera,MTK Helio P22 Processor,4030 ,4.3
Kechaoda K33,₹985,32 MB RAM , 32 MB ROM,3.56 ,0.3MP Rear Camera,,1 Year Warranty,1000 ,4.1
Blackzone B312,₹649,10 MB RAM , 10 MB ROM ,4.57 ,0.3MP Rear Camera,,12 Months Warranty,1000 ,3.5
Lava Spark i8,"₹1,479",32 MB RAM , 32 MB ROM ,7.11 ,1.3MP Rear Camera,,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,1200 ,4.1
"Vivo V15 Pro (Ruby Red, 128 GB)","₹28,499",8 GB RAM , 128 GB ROM ,16.23 ,"48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera ", 32MP Front Camera,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,3700 ,4.5
Karbonn K9,"₹1,248",,4.57 cm (1.8 inch) QVGA Display,1800 mAh 1800 mAh Battery Battery,1 Year Manufacturer Warranty,,,,4
"Samsung Galaxy A51 (Haze Crush Silver, 128 GB)","₹24,499",8 GB RAM , 128 GB ROM ,16.51 ,48MP + 12MP + 5MP + 5MP , 32MP Front Camera,Exynos 9611 Processor,4000 ,4.4
Samsung Metro 313,"₹2,340",4 MB RAM , 2.27 MB ROM,5.16 ,0.3MP Rear Camera,,NA Processor,1000 ,4.1
"Samsung Galaxy M11 (Metallic Blue, 32 GB)","₹10,762",3 GB RAM , 32 GB ROM ,16.26 ,13MP + 5MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,5000 ,4.2
Itel it5607,"₹1,199",32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,12 Months,2500 ,4
"Redmi 8A Dual (Sea Blue, 32 GB)","₹8,639",3 GB RAM , 32 GB ROM ,15.8 ,13MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 439 Processor,5000 ,4.2
Micromax X381,₹888,32 MB RAM , 32 MB ROM,4.5 ,0.3MP Rear Camera,,1 Year Product and 6 Month Accessories,800 ,4
"Vivo S1 (Skyline Blue, 128 GB)","₹16,990",4 GB RAM , 128 GB ROM ,16.21 ,16MP + 8MP + 2MP , 32MP Front Camera,Helio P65 (MT6768) Processor,4500 ,4.5
"Tecno Camon 15 (Fascinating Purple, 64 GB)","₹10,499",4 GB RAM , 64 GB ROM ,16.64 ,48MP + 2MP + 2MP + QVGA Rear Camera , 16MP Front Camera,Helio P22 MT6762 Processor,5000 ,4.2
"Tecno Camon 15 (Dark Jade, 64 GB)","₹10,499",4 GB RAM , 64 GB ROM ,16.64 ,48MP + 2MP + 2MP + QVGA Rear Camera , 16MP Front Camera,Helio P22 MT6762 Processor,5000 ,4.2
Kechaoda K2,₹775,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 YEAR,1000 ,3.8
Kechaoda K2,₹900,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 YEAR,1000 ,3.8
"Redmi Note 9 (Scarlet Red, 128 GB)","₹13,837",4 GB RAM , 128 GB ROM,16.59 ,48MP Rear Camera,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,5020 ,4.4
I Kall K11,₹599,32 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,15 Month  Manufacturer Warranty,800 ,3.4
"Realme X (Super Polar White, 128 GB)","₹21,999",8 GB RAM , 128 GB ROM,16.59 ,48MP + 5MP , 16MP Front Camera,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,3765 ,4.5
"Realme X (Onion, 128 GB)","₹20,999",8 GB RAM , 128 GB ROM,16.59 ,48MP + 5MP , 16MP Front Camera,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,3765 ,4.5
I Kall K25 Combo of Two Mobiles,"₹1,199",32 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,800 ,3.5
"Lava Z61 Pro (Champagne Gold, 16 GB)","₹5,777",2 GB RAM , 16 GB ROM ,13.84 ,8MP Rear Camera , 5MP Front Camera,Unisoc Octa Core Processor,3100 ,4
Karbonn K9 Mini,₹699,32 MB RAM , 32 MB ROM,4.5 ,0.08MP Rear Camera,,1 Year Manufacturer Warranty,800 ,3.8
Kechaoda K66 Plus,₹905,32 MB RAM , 32 MB ROM,4.5 ,0.3MP Rear Camera,,1 month,850 ,4
"Tecno Spark 5 Pro (Seabed Blue, 64 GB)","₹10,750",4 GB RAM , 64 GB ROM,16.76 ,16MP Rear Camera,,6 Months,5000 ,4.4
Nokia 3310 DS,"₹3,779",16 MB ROM , Expandable Upto 32 GB,6.1 ,2MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1200 ,3.8
Zen Power 101 X60,₹945,20 KB ROM , Expandable Upto 8 GB,4.57 ,1.3MP Rear Camera,,1 Year,2400 ,4
Karbonn KX3,₹820,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Brand Warranty,800 ,3.9
"Vivo U10 (Electric Blue, 64 GB)","₹12,990",4 GB RAM , 64 GB ROM ,16.13 ,13MP + 8MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 665 AIE Processor,5000 ,4.4
I Kall K28 Combo of Two Mobiles,"₹1,199",32 MB RAM , 64 MB ROM,6.1 ,1500 mAh Battery,,,1 Year Manufacturer warranty,3.3
"Samsung M01 core (Black, 16 GB)","₹5,257",1 GB RAM , 16 GB ROM ,13.46 ,8MP Rear Camera , 5MP Front Camera,MediaTek | MT6739WW quad core  Processor,3000 ,3.9
"OPPO A5 2020 (Dazzling White, 64 GB)","₹13,990",4 GB RAM , 64 GB ROM,16.51 ,12MP + 8MP + 2MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 665 Processor,5000 ,4.4
Micromax X1i Pop,"₹1,099",32 MB RAM , 32 MB ROM,4.57 ,0.08MP Rear Camera,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories ,800 ,3.9
